index,word,weight,number_of_words
8208,menunggu,-3.0,1.0
8209,cekatan,-3.0,1.0
8210,ketul,-3.0,1.0
8211,tercantol,-3.0,1.0
8212,menginsinuasi,-4.0,1.0
8213,menerima kenyataan,-4.0,2.0
8214,tempat,-3.0,1.0
8215,korupsi,-4.0,1.0
8216,menongkrong,-4.0,1.0
8217,mengolet,-3.0,1.0
8218,penurut,-3.0,1.0
8219,jengkel,-4.0,1.0
8220,berteman,-3.0,1.0
8221,menggelup,-4.0,1.0
8222,resah,-5.0,1.0
8223,terlalah,-5.0,1.0
8224,belati,-4.0,1.0
8225,lahang,-3.0,1.0
8226,laur,-4.0,1.0
8227,caplak,-4.0,1.0
8228,anak,-3.0,1.0
8229,gang,-4.0,1.0
8230,bertelanjang,-3.0,1.0
8231,ocehan,-4.0,1.0
8232,angguran,-4.0,1.0
8233,puputan,-3.0,1.0
8234,buka mata,-3.0,2.0
8235,kiamat,-3.0,1.0
8236,menyanggah,-4.0,1.0
8237,menendang,-5.0,1.0
8238,menginterupsi,-5.0,1.0
8239,merunjang,-3.0,1.0
8240,berserakan,-5.0,1.0
8241,rata,-4.0,1.0
8242,jerat semata,-3.0,2.0
8243,eklektis,-3.0,1.0
8244,pengantara,-3.0,1.0
8245,menerpa,-3.0,1.0
8246,mencura,-5.0,1.0
8247,bersila,-4.0,1.0
8248,menyerahkan jiwa raga,-4.0,3.0
8249,menganeksasi,-5.0,1.0
8250,waras,-3.0,1.0
8251,sun,-3.0,1.0
8252,mempertimbangkan,-3.0,1.0
8253,naik darah,-4.0,2.0
8254,sember,-4.0,1.0
8255,percabangan,-4.0,1.0
8256,menambak,-5.0,1.0
8257,pencemaran,-4.0,1.0
8258,jeput,-3.0,1.0
8259,mengedrop,-4.0,1.0
8260,mangut,-4.0,1.0
8261,sorangan,-3.0,1.0
8262,dangkal,-4.0,1.0
8263,spion,-3.0,1.0
8264,terlukis,-3.0,1.0
8265,kesomplok,-4.0,1.0
8266,mencengkelong,-5.0,1.0
8267,pengang,-3.0,1.0
8268,formal,-3.0,1.0
8269,prosais,-3.0,1.0
8270,seni,-4.0,1.0
8271,gebung,-5.0,1.0
8272,tercemas,-3.0,1.0
8273,gabal,-5.0,1.0
8274,menyayat hati,-4.0,2.0
8275,menyela,-5.0,1.0
8276,belu-belai,-4.0,1.0
8277,membohongi,-3.0,1.0
8278,kembung,-3.0,1.0
8279,kehuru-haraan,-4.0,1.0
8280,keliru,-5.0,1.0
8281,serabutan,-5.0,1.0
8282,batuk kecil,-4.0,2.0
8283,merawat,-3.0,1.0
8284,gerepes,-4.0,1.0
8285,tersayat,-5.0,1.0
8286,balairung,-3.0,1.0
8287,seru,-5.0,1.0
8288,samar,-5.0,1.0
8289,ingsut,-3.0,1.0
8290,siklon,-4.0,1.0
8291,menentang,-5.0,1.0
8292,bunga,-3.0,1.0
8293,rancap,-4.0,1.0
8294,diskrepansi,-3.0,1.0
8295,rancau,-3.0,1.0
8296,berpusu,-3.0,1.0
8297,gencat,-5.0,1.0
8298,bertonggakkan,-4.0,1.0
8299,puyan,-4.0,1.0
8300,berkerumun,-4.0,1.0
8301,terlalaikan,-3.0,1.0
8302,enas,-5.0,1.0
8303,memuakkan,-5.0,1.0
8304,lincah,-3.0,1.0
8305,rancak,-4.0,1.0
8306,telantar,-4.0,1.0
8307,mati pucuk,-5.0,2.0
8308,congkak,-3.0,1.0
8309,apkir,-4.0,1.0
8310,berapat-rapat,-3.0,1.0
8311,cakus,-4.0,1.0
8312,menggasak,-5.0,1.0
8313,mewujud,-3.0,1.0
8314,morfin,-3.0,1.0
8315,bongkong,-3.0,1.0
8316,bersabung nyawa,-3.0,2.0
8317,bergaul,-3.0,1.0
8318,aco-acoan,-5.0,1.0
8319,pencolek api,-4.0,2.0
8320,menyikat,-5.0,1.0
8321,timbangan,-5.0,1.0
8322,mendiami,-3.0,1.0
8323,bergajul,-5.0,1.0
8324,erangan,-3.0,1.0
8325,datang,-4.0,1.0
8326,slebor,-5.0,1.0
8327,bertebaran,-5.0,1.0
8328,birah,-3.0,1.0
8329,ajakan,-3.0,1.0
8330,caci,-5.0,1.0
8331,keluhan,-3.0,1.0
8332,memuluskan,-5.0,1.0
8333,tuah,-3.0,1.0
8334,demek,-4.0,1.0
8335,lanjut,-5.0,1.0
8336,mencekik,-4.0,1.0
8337,lihai,-4.0,1.0
8338,bersempena,-3.0,1.0
8339,taun,-5.0,1.0
8340,menggunung,-3.0,1.0
8341,berakar,-3.0,1.0
8342,taut,-4.0,1.0
8343,raguk,-3.0,1.0
8344,tuas,-3.0,1.0
8345,merdesa,-5.0,1.0
8346,mala,-5.0,1.0
8347,keder,-4.0,1.0
8348,petugas,-3.0,1.0
8349,mencamuk,-4.0,1.0
8350,pusung,-3.0,1.0
8351,kincit,-5.0,1.0
8352,cemeh,-4.0,1.0
8353,kafilah,-4.0,1.0
8354,lolos,-4.0,1.0
8355,berhati walang,-3.0,2.0
8356,terpisah,-5.0,1.0
8357,menceret,-5.0,1.0
8358,inaugurasi,-3.0,1.0
8359,menjeburkan,-5.0,1.0
8360,rompong,-3.0,1.0
8361,tingau,-4.0,1.0
8362,penghapus,-3.0,1.0
8363,tahi,-5.0,1.0
8364,bertapa,-3.0,1.0
8365,menyadau,-3.0,1.0
8366,menyemangati,-4.0,1.0
8367,permai,-4.0,1.0
8368,cerita burung,-5.0,2.0
8369,kelusuh-kelasah,-5.0,1.0
8370,menuba,-5.0,1.0
8371,peserta,-3.0,1.0
8372,tertunda,-3.0,1.0
8373,bersandarkan,-4.0,1.0
8374,narasi,-4.0,1.0
8375,mengonslah,-5.0,1.0
8376,bengkok,-4.0,1.0
8377,besar perut,-3.0,2.0
8378,mengetes,-3.0,1.0
8379,menimbang-nimbang,-3.0,1.0
8380,marah,-5.0,1.0
8381,buang air kecil,-3.0,3.0
8382,sumbing,-4.0,1.0
8383,seranah,-3.0,1.0
8384,seman,-5.0,1.0
8385,sigap,-3.0,1.0
8386,wangsit,-3.0,1.0
8387,mencungkil,-4.0,1.0
8388,menguar,-3.0,1.0
8389,membentak,-5.0,1.0
8390,jodoh,-3.0,1.0
8391,asumsi,-3.0,1.0
8392,cupul,-5.0,1.0
8393,berlompatan,-5.0,1.0
8394,tulang,-4.0,1.0
8395,arbitrer,-5.0,1.0
8396,kurang pikiran,-3.0,2.0
8397,kerosek,-3.0,1.0
8398,jobak,-3.0,1.0
8399,serenging,-5.0,1.0
8400,bertumbuk,-4.0,1.0
8401,jongkok,-5.0,1.0
8402,teks,-3.0,1.0
8403,ranai,-4.0,1.0
8404,hakiki,-4.0,1.0
8405,geladir,-5.0,1.0
8406,anak air,-4.0,2.0
8407,sangsi,-5.0,1.0
8408,embat,-4.0,1.0
8409,kesusahan,-5.0,1.0
8410,garang,-5.0,1.0
8411,bangkang,-4.0,1.0
8412,lintar,-3.0,1.0
8413,dangkap,-3.0,1.0
8414,kejar,-3.0,1.0
8415,persediaan,-3.0,1.0
8416,el,-3.0,1.0
8417,erot,-4.0,1.0
8418,bertemu roma,-4.0,2.0
8419,mam,-5.0,1.0
8420,menyerampang,-5.0,1.0
8421,menganjurkan,-3.0,1.0
8422,bekicot,-4.0,1.0
8423,bangle,-4.0,1.0
8424,usikan,-5.0,1.0
8425,teladan,-3.0,1.0
8426,patuk,-5.0,1.0
8427,daya upaya,-4.0,2.0
8428,patut,-5.0,1.0
8429,bertautan,-4.0,1.0
8430,menyungkit,-4.0,1.0
8431,lata,-5.0,1.0
8432,bengkerap,-4.0,1.0
8433,senat,-3.0,1.0
8434,bercorak,-3.0,1.0
8435,kekerabatan,-4.0,1.0
8436,luntur,-3.0,1.0
8437,bersebaran,-5.0,1.0
8438,deklarasi,-3.0,1.0
8439,relevansi,-4.0,1.0
8440,kedut,-4.0,1.0
8441,idola,-3.0,1.0
8442,toboh,-4.0,1.0
8443,tercerai,-3.0,1.0
8444,senteng,-5.0,1.0
8445,merefleksikan,-3.0,1.0
8446,berjihad,-3.0,1.0
8447,simpatik,-4.0,1.0
8448,timbul,-3.0,1.0
8449,timbun,-3.0,1.0
8450,tercekluk,-3.0,1.0
8451,kunarpa,-4.0,1.0
8452,pialang,-3.0,1.0
8453,penubuhan,-3.0,1.0
8454,terudak,-3.0,1.0
8455,berat ekor,-4.0,2.0
8456,kasep,-4.0,1.0
8457,keremus,-4.0,1.0
8458,gagap,-5.0,1.0
8459,mematut-matut,-3.0,1.0
8460,cakap angin,-4.0,2.0
8461,cercah,-5.0,1.0
8462,menguburkan,-3.0,1.0
8463,gembil,-4.0,1.0
8464,hilang semangat,-4.0,2.0
8465,mereken,-3.0,1.0
8466,membakar,-4.0,1.0
8467,menengahi,-5.0,1.0
8468,sambit,-5.0,1.0
8469,belingsat,-4.0,1.0
8470,lembaga,-3.0,1.0
8471,seluk-beluk,-4.0,1.0
8472,menyita,-5.0,1.0
8473,oyong,-4.0,1.0
8474,membukukan,-5.0,1.0
8475,menyebelah,-3.0,1.0
8476,menancap,-4.0,1.0
8477,bebat,-3.0,1.0
8478,menyusup,-3.0,1.0
8479,pendek akal,-3.0,2.0
8480,membeli,-3.0,1.0
8481,kelengangan,-4.0,1.0
8482,menyembilu,-4.0,1.0
8483,mumi,-4.0,1.0
8484,cempala mulut,-5.0,2.0
8485,putih,-4.0,1.0
8486,beralaskan,-4.0,1.0
8487,tetesan darah,-3.0,2.0
8488,bulsak,-4.0,1.0
8489,gapura,-4.0,1.0
8490,peruntungan,-3.0,1.0
8491,pembabil,-4.0,1.0
8492,kurang ajar,-5.0,2.0
8493,angkup,-3.0,1.0
8494,geregetan,-4.0,1.0
8495,tinju,-5.0,1.0
8496,mengisruhkan,-4.0,1.0
8497,inferior,-4.0,1.0
8498,mengunyah,-4.0,1.0
8499,titik berat,-3.0,2.0
8500,ahli bahasa,-3.0,2.0
8501,bertengkar,-5.0,1.0
8502,terdampar,-5.0,1.0
8503,cempelung,-5.0,1.0
8504,penata,-3.0,1.0
8505,pun,-3.0,1.0
8506,gempuran,-3.0,1.0
8507,jemari,-4.0,1.0
8508,resesi,-5.0,1.0
8509,bongkar-bangkir,-5.0,1.0
8510,reca,-3.0,1.0
8511,roh jahat,-4.0,2.0
8512,pub,-4.0,1.0
8513,berat otak,-4.0,2.0
8514,bertarak,-3.0,1.0
8515,mengias,-4.0,1.0
8516,kemuraman,-5.0,1.0
8517,penutur bahasa,-3.0,2.0
8518,basi,-5.0,1.0
8519,menyingsing,-3.0,1.0
8520,penindasan,-4.0,1.0
8521,sayu rayu,-3.0,2.0
8522,tangisan,-5.0,1.0
8523,ampel,-3.0,1.0
8524,mengharukan,-4.0,1.0
8525,lotre,-5.0,1.0
8526,tahu,-4.0,1.0
8527,amtenar,-3.0,1.0
8528,ketuat,-4.0,1.0
8529,mengarik,-3.0,1.0
8530,dongkel,-3.0,1.0
8531,riuk,-3.0,1.0
8532,wejang,-3.0,1.0
8533,rompyok,-5.0,1.0
8534,banyak cincong,-4.0,2.0
8535,terbangai,-3.0,1.0
8536,kuno,-5.0,1.0
8537,ketumbukan,-4.0,1.0
8538,ke belakang,-5.0,2.0
8539,kesengsaraan,-5.0,1.0
8540,sampai,-4.0,1.0
8541,dina,-5.0,1.0
8542,tekek,-3.0,1.0
8543,mengeremus,-4.0,1.0
8544,sapi jantan,-3.0,2.0
8545,warta,-3.0,1.0
8546,pumpun,-3.0,1.0
8547,berlawanan,-4.0,1.0
8548,sivilisasi,-3.0,1.0
8549,batuk lelah,-4.0,2.0
8550,laluan,-4.0,1.0
8551,membeda-bedakan,-3.0,1.0
8552,kapal,-3.0,1.0
8553,melaksanakan,-3.0,1.0
8554,emper,-3.0,1.0
8555,terdesak,-4.0,1.0
8556,mencetak,-5.0,1.0
8557,tumpul otak,-3.0,2.0
8558,tertegak,-4.0,1.0
8559,kebentok,-4.0,1.0
8560,tersuruk,-5.0,1.0
8561,bertalun-talun,-3.0,1.0
8562,stori,-5.0,1.0
8563,bongak,-5.0,1.0
8564,bertokok,-3.0,1.0
8565,renyem,-3.0,1.0
8566,ruyup,-5.0,1.0
8567,embus,-3.0,1.0
8568,memperhitungkan,-3.0,1.0
8569,jamin,-5.0,1.0
8570,kering,-3.0,1.0
8571,cumbuan,-3.0,1.0
8572,gempita,-5.0,1.0
8573,penarah,-3.0,1.0
8574,kardinal,-4.0,1.0
8575,edaran,-3.0,1.0
8576,berpada-pada,-3.0,1.0
8577,lebar,-3.0,1.0
8578,tertuju,-3.0,1.0
8579,menumpas,-5.0,1.0
8580,akar,-3.0,1.0
8581,berkilah,-4.0,1.0
8582,gebang,-4.0,1.0
8583,menonjolkan,-3.0,1.0
8584,hanya,-3.0,1.0
8585,menggoyahkan menggerakkan,-4.0,2.0
8586,menggema,-4.0,1.0
8587,metode,-5.0,1.0
8588,berkeras-kerasan,-4.0,1.0
8589,memantai,-4.0,1.0
8590,berkarat,-4.0,1.0
8591,memantak,-4.0,1.0
8592,gara-gara,-5.0,1.0
8593,perbaraan,-4.0,1.0
8594,legalisasi,-3.0,1.0
8595,gurau,-4.0,1.0
8596,ginding,-4.0,1.0
8597,pukul,-4.0,1.0
8598,tunggul,-3.0,1.0
8599,menunjukkan,-3.0,1.0
8600,karu,-5.0,1.0
8601,kilang,-3.0,1.0
8602,tosan aji,-4.0,2.0
8603,mulut gapil,-4.0,2.0
8604,agen,-3.0,1.0
8605,menekankan,-3.0,1.0
8606,balik adab,-5.0,2.0
8607,menyelinap,-5.0,1.0
8608,berdoa,-3.0,1.0
8609,ketimpangan,-4.0,1.0
8610,parlente,-4.0,1.0
8611,sontak,-4.0,1.0
8612,gendut,-3.0,1.0
8613,gelis,-3.0,1.0
8614,bersisalak,-4.0,1.0
8615,zero,-3.0,1.0
8616,melantak,-4.0,1.0
8617,bertian,-3.0,1.0
8618,pasal,-4.0,1.0
8619,simak,-5.0,1.0
8620,main kayu,-3.0,2.0
8621,azimat,-4.0,1.0
8622,menjalari,-3.0,1.0
8623,kompleksitas,-4.0,1.0
8624,mengerkau,-4.0,1.0
8625,garit,-3.0,1.0
8626,selubung,-5.0,1.0
8627,jembalang,-4.0,1.0
8628,tersirah,-5.0,1.0
8629,beragam,-3.0,1.0
8630,silang selisih,-4.0,2.0
8631,kebangkitan,-5.0,1.0
8632,amah,-5.0,1.0
8633,ceracau,-4.0,1.0
8634,cegak,-4.0,1.0
8635,ceracam,-4.0,1.0
8636,mengorek,-4.0,1.0
8637,watu,-3.0,1.0
8638,berduaan,-3.0,1.0
8639,indolen,-4.0,1.0
8640,sapi,-3.0,1.0
8641,goyah,-4.0,1.0
8642,muflis,-4.0,1.0
8643,kerabat,-3.0,1.0
8644,kedai minuman,-4.0,2.0
8645,kabin,-3.0,1.0
8646,pekir,-4.0,1.0
8647,berzikir,-3.0,1.0
8648,penyelidikan,-5.0,1.0
8649,menyatukan,-3.0,1.0
8650,semaput,-4.0,1.0
8651,kempa,-3.0,1.0
8652,rangkul,-3.0,1.0
8653,berlandaskan,-4.0,1.0
8654,serangan,-3.0,1.0
8655,pukulan,-3.0,1.0
8656,ukir,-5.0,1.0
8657,hamil,-5.0,1.0
8658,membobol,-5.0,1.0
8659,penumpang,-3.0,1.0
8660,kegaduhan,-3.0,1.0
8661,cengung,-3.0,1.0
8662,hamik,-3.0,1.0
8663,kambuh,-4.0,1.0
8664,tukar,-3.0,1.0
8665,tukas,-5.0,1.0
8666,bahlul,-5.0,1.0
8667,merunyamkan,-3.0,1.0
8668,makan bawang,-5.0,2.0
8669,menyodorkan,-3.0,1.0
8670,beringsut,-3.0,1.0
8671,sangit,-5.0,1.0
8672,belendung,-3.0,1.0
8673,malu mata,-4.0,2.0
8674,bersiteguh,-4.0,1.0
8675,peragaan,-3.0,1.0
8676,bertemperasan,-3.0,1.0
8677,meranggah,-3.0,1.0
8678,reput,-3.0,1.0
8679,kebirahan,-3.0,1.0
8680,mengayunkan,-3.0,1.0
8681,memberantas,-5.0,1.0
8682,bertudung lingkup,-5.0,2.0
8683,nyenyak,-4.0,1.0
8684,sumpek,-4.0,1.0
8685,berguam,-4.0,1.0
8686,memeriksa,-5.0,1.0
8687,kada,-3.0,1.0
8688,langkap,-3.0,1.0
8689,menyalakan,-4.0,1.0
8690,inai,-4.0,1.0
8691,menggarangkan,-4.0,1.0
8692,giang,-3.0,1.0
8693,rayah,-5.0,1.0
8694,menghabisi,-4.0,1.0
8695,bersangkut,-4.0,1.0
8696,langkan,-3.0,1.0
8697,ambil,-5.0,1.0
8698,urun,-4.0,1.0
8699,mencemat,-5.0,1.0
8700,nyenyat,-4.0,1.0
8701,bergolak,-5.0,1.0
8702,berzina,-4.0,1.0
8703,memikirkan,-3.0,1.0
8704,pencahayaan,-3.0,1.0
8705,ternoda,-5.0,1.0
8706,talun,-3.0,1.0
8707,bedel,-4.0,1.0
8708,kasip,-5.0,1.0
8709,sila,-4.0,1.0
8710,sapit,-3.0,1.0
8711,terpa,-4.0,1.0
8712,keran,-4.0,1.0
8713,berselisih,-5.0,1.0
8714,kerai,-4.0,1.0
8715,oposisi,-3.0,1.0
8716,hardik,-5.0,1.0
8717,sifer,-3.0,1.0
8718,menyakatkan,-4.0,1.0
8719,meranyah,-5.0,1.0
8720,penghambat,-5.0,1.0
8721,gerombong,-4.0,1.0
8722,merambak,-3.0,1.0
8723,cadang,-5.0,1.0
8724,gela,-3.0,1.0
8725,daging tumbuh,-4.0,2.0
8726,penongkat senduk,-3.0,2.0
8727,berserah,-4.0,1.0
8728,lelembut,-4.0,1.0
8729,menembis,-5.0,1.0
8730,murus,-5.0,1.0
8731,bertukar akal,-4.0,2.0
8732,kemunduran,-5.0,1.0
8733,rengeh,-3.0,1.0
8734,angit,-5.0,1.0
8735,tajak,-3.0,1.0
8736,porak-poranda,-5.0,1.0
8737,terjungkal,-5.0,1.0
8738,reba,-5.0,1.0
8739,meladeni,-5.0,1.0
8740,retak,-4.0,1.0
8741,karena,-3.0,1.0
8742,belulang,-3.0,1.0
8743,jembel,-5.0,1.0
8744,pembersih,-4.0,1.0
8745,biksah,-5.0,1.0
8746,mayit,-4.0,1.0
8747,tersampuk,-4.0,1.0
8748,inga,-4.0,1.0
8749,afiliasi,-4.0,1.0
8750,kaki ayam,-3.0,2.0
8751,persesuaian bunyi,-3.0,2.0
8752,mengendur,-3.0,1.0
8753,menggelogok,-3.0,1.0
8754,menghancurkan,-4.0,1.0
8755,tercengung,-3.0,1.0
8756,lambang,-3.0,1.0
8757,berpangku tangan,-4.0,2.0
8758,meredik,-5.0,1.0
8759,bangkai,-4.0,1.0
8760,defisit,-3.0,1.0
8761,getaran,-3.0,1.0
8762,kelangkan,-3.0,1.0
8763,tapa-tapa,-3.0,1.0
8764,semenggah,-5.0,1.0
8765,terkejar,-5.0,1.0
8766,baktau,-5.0,1.0
8767,cacing,-4.0,1.0
8768,menggabungkan,-3.0,1.0
8769,uyuh,-3.0,1.0
8770,pilu,-5.0,1.0
8771,membaik,-3.0,1.0
8772,beregu,-3.0,1.0
8773,cendala,-5.0,1.0
8774,mengempis,-3.0,1.0
8775,mengawali,-3.0,1.0
8776,memanggang,-4.0,1.0
8777,merukunkan,-3.0,1.0
8778,bambung,-3.0,1.0
8779,teperlus,-4.0,1.0
8780,bandit,-5.0,1.0
8781,omongan,-4.0,1.0
8782,menggeleng,-3.0,1.0
8783,celaan,-5.0,1.0
8784,menyeberang,-3.0,1.0
8785,berpalit-palit,-4.0,1.0
8786,bersembahyang,-3.0,1.0
8787,gaung,-3.0,1.0
8788,semburan,-4.0,1.0
8789,menyabung,-3.0,1.0
8790,lecap,-4.0,1.0
8791,dapra,-3.0,1.0
8792,membocorkan,-4.0,1.0
8793,himpunan,-4.0,1.0
8794,tersara bara,-5.0,2.0
8795,banteng,-3.0,1.0
8796,bergamit,-3.0,1.0
8797,bersempuras,-3.0,1.0
8798,mengonyok,-3.0,1.0
8799,kabinet,-3.0,1.0
8800,serakan,-3.0,1.0
8801,maherat,-4.0,1.0
8802,onak,-4.0,1.0
8803,kecabuhan,-3.0,1.0
8804,berkuliah,-4.0,1.0
8805,merapunkan,-4.0,1.0
8806,bergosok,-3.0,1.0
8807,dum,-3.0,1.0
8808,rasio,-4.0,1.0
8809,satire,-3.0,1.0
8810,getap,-4.0,1.0
8811,terjerumus,-4.0,1.0
8812,jeraus,-3.0,1.0
8813,pa,-5.0,1.0
8814,melulu,-3.0,1.0
8815,khabis,-3.0,1.0
8816,mengemukakan,-3.0,1.0
8817,penyadur,-3.0,1.0
8818,pangkal kerongkongan,-5.0,2.0
8819,iman,-3.0,1.0
8820,memasak,-3.0,1.0
8821,cium,-3.0,1.0
8822,awut,-4.0,1.0
8823,kronis,-5.0,1.0
8824,parokial,-3.0,1.0
8825,cotok,-3.0,1.0
8826,antun,-3.0,1.0
8827,kuyu,-5.0,1.0
8828,pasangan hidup,-3.0,2.0
8829,udara,-4.0,1.0
8830,biji buah,-3.0,2.0
8831,mitra,-4.0,1.0
8832,tabungan,-3.0,1.0
8833,bersuka-sukaan,-3.0,1.0
8834,memerli,-5.0,1.0
8835,abon,-4.0,1.0
8836,dinasti,-3.0,1.0
8837,mencegah,-5.0,1.0
8838,beranang,-3.0,1.0
8839,nanar,-4.0,1.0
8840,nakal,-5.0,1.0
8841,mendungas,-3.0,1.0
8842,senyap,-4.0,1.0
8843,muatan,-5.0,1.0
8844,tertindas,-5.0,1.0
8845,grip,-4.0,1.0
8846,berburuk,-4.0,1.0
8847,huda,-3.0,1.0
8848,kayangan,-5.0,1.0
8849,alai-belai,-3.0,1.0
8850,domba,-3.0,1.0
8851,menyiksa,-5.0,1.0
8852,sumpah serapah,-5.0,2.0
8853,kekotoran,-5.0,1.0
8854,rim,-3.0,1.0
8855,cerup,-3.0,1.0
8856,jotos,-5.0,1.0
8857,ragam,-4.0,1.0
8858,menggoyangkan,-4.0,1.0
8859,geladah,-3.0,1.0
8860,lingsir,-5.0,1.0
8861,open,-3.0,1.0
8862,obsolet,-5.0,1.0
8863,bengis,-5.0,1.0
8864,ongkang-ongkang,-4.0,1.0
8865,anggai,-3.0,1.0
8866,gemeletek,-4.0,1.0
8867,memaki,-5.0,1.0
8868,otak telur,-5.0,2.0
8869,gering,-5.0,1.0
8870,memaku,-3.0,1.0
8871,berpadu,-3.0,1.0
8872,menelanjangi,-4.0,1.0
8873,rute,-4.0,1.0
8874,konsistensi,-3.0,1.0
8875,berakhlak,-4.0,1.0
8876,pusing keling,-5.0,2.0
8877,nyanyang,-5.0,1.0
8878,dekil,-5.0,1.0
8879,tapak kaki,-3.0,2.0
8880,bonus,-3.0,1.0
8881,cahari,-3.0,1.0
8882,berpartai,-3.0,1.0
8883,seluk beluk,-4.0,2.0
8884,gemblung,-3.0,1.0
8885,kenyih,-4.0,1.0
8886,menambus,-4.0,1.0
8887,bergaduh,-5.0,1.0
8888,bentrok,-5.0,1.0
8889,paganisme,-5.0,1.0
8890,bercintaan,-3.0,1.0
8891,seko,-3.0,1.0
8892,gabuk,-4.0,1.0
8893,tiup-tiup,-3.0,1.0
8894,berseloroh,-4.0,1.0
8895,keletah,-3.0,1.0
8896,sampur,-3.0,1.0
8897,pameran,-3.0,1.0
8898,pelaksanaan,-4.0,1.0
8899,merencah,-4.0,1.0
8900,mendongkolkan,-5.0,1.0
8901,sampul,-3.0,1.0
8902,sampuk,-3.0,1.0
8903,langis,-5.0,1.0
8904,cempera,-5.0,1.0
8905,malapetaka,-5.0,1.0
8906,ampu,-5.0,1.0
8907,peluru,-3.0,1.0
8908,tim,-4.0,1.0
8909,menyorongkan,-3.0,1.0
8910,lacur,-5.0,1.0
8911,mendiskreditkan,-4.0,1.0
8912,kendatipun,-3.0,1.0
8913,pasak,-4.0,1.0
8914,berkolusi,-5.0,1.0
8915,buka,-3.0,1.0
8916,izin,-4.0,1.0
8917,garib,-4.0,1.0
8918,menghirup,-3.0,1.0
8919,mendebarkan,-4.0,1.0
8920,panji-panji,-3.0,1.0
8921,berengsaan,-4.0,1.0
8922,saksama,-5.0,1.0
8923,guyon,-4.0,1.0
8924,butek,-3.0,1.0
8925,menyamakan,-3.0,1.0
8926,meremang,-3.0,1.0
8927,bertapakkan,-4.0,1.0
8928,kolaps,-5.0,1.0
8929,bengap,-3.0,1.0
8930,menyabot,-3.0,1.0
8931,menekan,-3.0,1.0
8932,kecipir,-3.0,1.0
8933,bertentangan,-4.0,1.0
8934,dwiganda,-3.0,1.0
8935,bergaung,-3.0,1.0
8936,keaiban,-5.0,1.0
8937,meruak,-4.0,1.0
8938,teknik,-4.0,1.0
8939,khalwat,-3.0,1.0
8940,wasit,-3.0,1.0
8941,menampik,-4.0,1.0
8942,ke-tidakjelasan,-5.0,1.0
8943,empang,-3.0,1.0
8944,berganggang,-3.0,1.0
8945,pengukuhan,-3.0,1.0
8946,menggunting,-3.0,1.0
8947,jelukan,-3.0,1.0
8948,pretel,-4.0,1.0
8949,intimidasi,-5.0,1.0
8950,hadang,-5.0,1.0
8951,penyepit,-3.0,1.0
8952,mencerup,-3.0,1.0
8953,jariji,-4.0,1.0
8954,penghukuman arestasi,-3.0,2.0
8955,mendidis,-4.0,1.0
8956,mendidih,-3.0,1.0
8957,membabat,-4.0,1.0
8958,bersendi,-4.0,1.0
8959,bukat,-4.0,1.0
8960,sunam,-3.0,1.0
8961,pengotoran,-4.0,1.0
8962,garis,-3.0,1.0
8963,mengejutkan,-3.0,1.0
8964,menanggulangi,-5.0,1.0
8965,tertubruk,-4.0,1.0
8966,kukul,-3.0,1.0
8967,jembatan,-4.0,1.0
8968,sambaran,-3.0,1.0
8969,tumandang,-3.0,1.0
8970,begana-begini,-4.0,1.0
8971,alamiah,-3.0,1.0
8972,hantam kromo,-4.0,2.0
8973,Anda,-4.0,1.0
8974,babil,-4.0,1.0
8975,berpuaka,-3.0,1.0
8976,mengazabkan,-3.0,1.0
8977,pikat,-4.0,1.0
8978,melaknat,-5.0,1.0
8979,berpura-pura,-4.0,1.0
8980,lungkang,-4.0,1.0
8981,bercura,-4.0,1.0
8982,kasim,-4.0,1.0
8983,meloya,-4.0,1.0
8984,membembam,-4.0,1.0
8985,mengedut,-5.0,1.0
8986,bertelimpuh,-3.0,1.0
8987,cobaan,-5.0,1.0
8988,hengkang,-4.0,1.0
8989,akreditasi,-3.0,1.0
8990,mendarat,-4.0,1.0
8991,leler,-4.0,1.0
8992,senior,-3.0,1.0
8993,menindas,-5.0,1.0
8994,dompleng,-3.0,1.0
8995,dahiat,-5.0,1.0
8996,menyemak,-5.0,1.0
8997,menggeligis,-4.0,1.0
8998,minimal,-3.0,1.0
8999,menggarit,-3.0,1.0
9000,haru biru,-5.0,2.0
9001,cempung,-4.0,1.0
9002,memadatkan,-3.0,1.0
9003,parlemen,-3.0,1.0
9004,tanggungan,-3.0,1.0
9005,ceruk,-3.0,1.0
9006,talenan,-5.0,1.0
9007,odoh,-5.0,1.0
9008,budek,-3.0,1.0
9009,jaruman,-5.0,1.0
9010,barbar,-5.0,1.0
9011,tampuk,-3.0,1.0
9012,sobek,-3.0,1.0
9013,berperang hati,-4.0,2.0
9014,kebingungan,-3.0,1.0
9015,peniti,-4.0,1.0
9016,munding,-3.0,1.0
9017,letup,-3.0,1.0
9018,letus,-4.0,1.0
9019,modar,-5.0,1.0
9020,berduyun-duyun,-3.0,1.0
9021,menengking,-5.0,1.0
9022,mengayun,-3.0,1.0
9023,menempel,-3.0,1.0
9024,singkat akal,-3.0,2.0
9025,menyalak,-3.0,1.0
9026,kebun,-4.0,1.0
9027,hasad,-5.0,1.0
9028,penyanggah,-4.0,1.0
9029,ziarah,-4.0,1.0
9030,menggilas,-4.0,1.0
9031,selektif,-3.0,1.0
9032,anak cucu,-3.0,2.0
9033,bergelegak,-3.0,1.0
